file,status,original_lines,kept_lines,dropped_placeholders,dropped_empty_tails,empty_lines_removed,whitespace_collapsed,numbers_rounded,dates_normalized,duplicates_removed,bad_date_segments
4089214b-f6ec-4004-8eca-b04a7fbdad05.txt,ok,53,34,1,0,14,20,10,38,4,22
408b20ff-7f6c-4eaf-9a97-a5e05bea3735.txt,ok,86,55,1,0,14,48,21,66,16,56
40a6f0fc-df5d-4c2c-b1a6-d3804e429cd2.txt,ok,26,9,1,0,14,3,0,4,2,5
40ac78db-6d06-4404-871a-941277acb351.txt,ok,24,4,0,0,14,0,0,1,6,1
40adac74-7c0c-42c7-ac34-d256a77b53ea.txt,ok,24,4,0,0,14,0,0,1,6,1
40bafa7f-cd26-4139-ae7e-1fe5fd816420.txt,ok,40,22,1,0,14,13,6,21,3,16
40d307b0-64b1-482d-9cfc-90cd13fe6f91.txt,ok,85,52,1,0,14,46,21,66,18,56
40f575cc-b3b1-4213-8816-225c7ce45ca6.txt,ok,48,31,1,0,14,19,3,26,2,24
40fe696d-46da-4e69-bafb-ede226fb7cea.txt,ok,54,34,1,0,14,17,9,45,5,25
4104e357-6719-472c-9ad1-af22f676af5c.txt,ok,24,4,0,0,14,0,0,1,6,1
413e5486-6abf-448d-a7b0-b970533dc7f6.txt,ok,83,56,1,0,14,29,12,83,12,40
414d9480-303f-4d01-a485-b4ceb3e804dc.txt,ok,75,36,1,0,14,40,21,59,24,47
41519129-3685-44c7-9596-ea1710578771.txt,ok,78,42,1,0,14,43,21,59,21,50
416a9e5a-28cb-4a87-9da5-25a0c4ebf972.txt,ok,58,37,1,0,14,34,10,39,6,39
4178442e-17d5-43ed-b43e-6c8d5840a6bb.txt,ok,99,63,1,0,14,67,20,80,21,77
4186f16b-af3e-447a-bba1-4c00fb4dd0b7.txt,ok,92,61,1,0,14,62,15,72,16,70
4193d2de-52a6-402d-b57b-c34d949ad6bf.txt,ok,44,28,1,0,14,20,5,28,1,24
41a96fb6-61a1-4783-b211-6dea7943b537.txt,ok,153,82,1,0,14,113,35,133,56,126
41bc8665-87d8-4779-a84a-9f03e0d98d52.txt,ok,43,25,1,0,14,19,6,25,3,23
41bcfd5f-8780-4881-a552-0fca5522a97b.txt,ok,24,4,0,0,14,0,0,1,6,1
41c8f730-ed4a-4869-aa99-ceb83cd0ba0e.txt,ok,61,40,1,0,14,32,21,41,6,34
41cafc6c-6f37-4ea6-bd5c-661df088e283.txt,ok,120,64,1,0,14,83,29,100,41,93
41d49ec5-38c5-4fdc-8e4a-3202625c555f.txt,ok,42,22,0,0,14,17,9,23,6,21
41ff89f6-c307-4801-bf29-a5e645809a36.txt,ok,47,31,1,0,14,22,5,29,1,27
42016ed9-f25b-4e99-8c80-3d33c7cc8b61.txt,ok,51,30,1,0,14,23,9,35,6,28
4230994c-071c-44c6-8bab-b41d95ee91fc.txt,ok,144,84,1,0,14,108,35,123,45,118
4235646a-2816-4c88-b27d-d191d7be77d9.txt,ok,107,79,1,0,14,55,15,105,13,67
423f67a9-2286-4854-99a2-539d48ccb4e2.txt,ok,133,68,1,0,14,85,25,91,50,91
4252d253-9dae-47fe-b276-8c8a490d2ad4.txt,ok,66,44,1,0,14,39,10,48,7,45
4283f7ec-6c1a-4d54-8cdb-6780ab68e197.txt,ok,69,37,1,0,14,39,21,51,17,43
42b1a6c0-6c98-47be-937b-edb4878aded2.txt,ok,131,60,1,0,14,64,21,107,56,95
42b722d8-099b-4923-872b-0a324cdab81b.txt,ok,110,54,1,0,14,67,18,73,41,74
42c705df-3b17-4f46-a045-911bd542a5d1.txt,ok,81,49,1,0,14,44,21,62,17,52
42c82f30-7f1f-4369-9ae6-64be90303912.txt,ok,35,15,0,0,14,11,0,11,6,12
42d1a454-2a60-46d5-99b5-580e79131164.txt,ok,179,119,1,0,14,138,35,158,45,155
42e12bb9-aadf-4af6-8acb-b9a93556deaa.txt,ok,166,102,1,0,14,118,35,147,49,134
42f98e75-fc58-4baf-9162-192db43ea394.txt,ok,139,77,1,0,14,102,30,116,47,113
430bf094-cfdd-4358-9921-51739496e535.txt,ok,158,88,1,0,14,115,36,143,55,126
4368c808-84b0-468f-a863-24d805a0fb69.txt,ok,82,52,1,0,14,53,15,63,15,59
439a8542-3793-46c2-a3ea-8e1acfac3a7b.txt,ok,41,22,1,0,14,18,9,22,4,21
43a7eba8-a872-4721-894a-163fe9ffb002.txt,ok,79,44,1,0,14,43,27,55,20,50
43b75ada-5f57-41a9-ad95-c2ee2db93024.txt,ok,78,36,1,0,14,42,21,61,27,49
43b893ef-b543-4311-90e1-137a36fcb55b.txt,ok,69,44,1,0,14,38,22,45,10,41
43bdad5a-6a73-4d5f-823c-a65e5fb4d005.txt,ok,61,41,1,0,14,28,11,49,5,32
43c0ea4a-ea21-4d6f-a780-be7422676ab3.txt,ok,60,41,1,0,14,14,6,59,4,23
43e49887-a697-4ea8-8eb2-a3eca66510fc.txt,ok,57,36,1,0,14,23,9,45,6,29
43e9fbe6-30f3-4d58-b5b9-1d6a51e61f19.txt,ok,49,28,1,0,14,20,12,30,6,24
43fac683-cff1-4723-9044-0bfca9aa6503.txt,ok,78,52,1,0,14,42,25,57,11,45
4408573a-c808-404e-aa6b-fd89c3e3a8a3.txt,ok,77,48,1,0,14,45,21,56,14,50
4414ec7a-eca0-4704-afd9-621fc91701da.txt,ok,97,63,1,0,14,63,20,82,19,68
441852f0-c318-4bcd-9431-e077dfe4150b.txt,ok,76,38,1,0,14,42,21,57,23,50
44283c2c-b1ff-4838-a041-0720e33a6aa9.txt,ok,69,46,1,0,14,22,9,66,8,33
443ee142-838f-4111-859f-bc8accd087d7.txt,ok,24,4,0,0,14,0,0,1,6,1
445c10ab-69d0-44e2-b00e-c67cfee16c2a.txt,ok,67,46,1,0,14,38,10,50,6,43
44b7d005-41c8-4edc-83bb-0a775a9916ec.txt,ok,74,49,1,0,14,38,21,53,10,43
44cbb03d-b249-4689-a97e-4aee429d3e64.txt,ok,24,4,0,0,14,0,0,1,6,1
44d4102c-2342-4369-992a-9efd457c6487.txt,ok,24,7,1,0,14,1,0,4,2,3
44f69ad8-3b78-4fd6-b1c3-a8795e5807c7.txt,ok,137,85,1,0,14,100,25,117,37,113
44fab995-d89d-4bbe-9539-de2b53b6411b.txt,ok,31,15,1,0,14,9,3,9,1,11
44fda825-c9e2-4c59-a26a-0c9eced49dc1.txt,ok,26,8,1,0,14,3,0,4,3,5
453af53b-55c6-475a-9fd8-cfb9859a9bcc.txt,ok,153,94,1,0,14,111,35,136,44,125
45748023-8049-4749-90a7-1aa54892b470.txt,ok,24,4,0,0,14,0,0,1,6,1
4587922e-9b09-4910-901c-268362813cc6.txt,ok,64,42,1,0,14,36,10,48,7,41
45a2c26c-a225-4792-a802-bae7d5a99f9c.txt,ok,39,22,1,0,14,14,6,21,2,15
45b95946-d257-4a83-bb1f-178077e36d82.txt,ok,80,56,1,0,14,45,25,58,9,47
45d3664e-172c-46e9-870d-3345c5ff89a7.txt,ok,35,16,1,0,14,13,6,16,4,15
45f39c95-f03d-44ef-b3b0-d2c0f1c5350a.txt,ok,145,92,1,0,14,108,35,129,38,119
4614e145-9dd9-4971-b838-5a15055d716e.txt,ok,35,17,1,0,14,9,6,18,3,11
461fba85-b2aa-450f-94d0-8ed5b7a0a7a0.txt,ok,79,48,1,0,14,42,20,63,16,47
461fbe34-1276-4d5a-8e0b-11f924c69e66.txt,ok,164,80,1,0,14,123,40,146,69,137
464fbe47-646f-4cca-968e-f33c3943874d.txt,ok,133,69,1,0,14,97,30,113,49,108
466b61b4-70da-4f08-81cd-3ba5e8e35d72.txt,ok,100,70,1,0,14,56,15,89,15,65
4689db73-1c3c-47c2-946a-a8c20705c622.txt,ok,25,8,1,0,14,2,0,4,2,4
46a07f97-3301-495b-b1dc-5a216387bdf5.txt,ok,84,55,1,0,14,47,30,63,14,52
46c7966a-fcbe-4bd3-95d8-59058616c1bc.txt,ok,133,84,1,0,14,97,30,113,34,108
46cfe4a8-7f58-4cf4-83fb-22b3dc185df4.txt,ok,24,4,0,0,14,0,0,1,6,1
46d5621e-806a-407a-876c-014d4c8174fb.txt,ok,50,31,1,0,14,24,15,29,4,26
46da1e87-371f-43a1-bc1a-d379af5da048.txt,ok,24,4,0,0,14,0,0,1,6,1
4708c90c-9050-491a-a1d7-9b91328df371.txt,ok,57,38,1,0,14,15,6,53,4,23
47201be2-5c36-409a-8c79-3cf8a0bbd74e.txt,ok,88,37,1,0,14,49,12,56,36,56
472835c1-a089-4f33-a0df-e483684b6735.txt,ok,74,43,0,0,14,42,24,55,17,49
47292241-ca1c-40c4-a494-fd8b8d1e6810.txt,ok,87,37,1,0,14,47,21,68,35,61
4767b851-414d-4f8b-8d8e-2abfe4a61653.txt,ok,37,20,1,0,14,14,6,19,2,17
476d333e-8dfb-4c5c-aaaa-d4028795b379.txt,ok,24,4,0,0,14,0,0,1,6,1
478e5f3f-08a1-47f5-8ac5-717d9979dbc5.txt,ok,121,56,1,0,14,74,24,83,50,83
47a28013-1bcc-4ac4-a744-d22a4689576e.txt,ok,87,39,1,0,14,52,15,55,33,56
47b874ac-e71b-4bea-a594-79dee9cc0979.txt,ok,111,66,1,0,14,74,20,90,30,86
47c5cc62-b230-4a3e-830d-210e93b06e53.txt,ok,25,8,1,0,14,2,0,4,2,4
47c7c9ea-f6aa-4f73-af1c-6016968854d3.txt,ok,44,27,1,0,14,17,6,28,2,20
47d09bb3-d73d-4f10-904f-d61a5f710cd2.txt,ok,47,22,1,0,14,18,12,30,10,21
47d59f8d-6359-43c5-99ee-501adc17b161.txt,ok,45,24,1,0,14,16,9,28,6,20
47ddad81-bc8d-4631-9349-bcad57a7b148.txt,ok,30,15,1,0,14,8,3,10,0,9
47f2fb2c-070d-42ad-9e82-c91e18f8085a.txt,ok,183,113,1,0,14,137,35,169,55,153
480ef2a3-fa3d-4e6e-a0a0-d2300267633c.txt,ok,148,88,1,0,14,109,35,129,45,123
485fbe18-d552-468d-8506-3b7e7132acd7.txt,ok,70,47,1,0,14,37,22,49,8,40
48670428-0b09-4a8b-a983-1ff686a57f06.txt,ok,24,4,0,0,14,0,0,1,6,1
486a74c3-ace3-4e7b-b160-13a49857fbfc.txt,ok,136,98,1,0,14,68,20,153,23,77
486c0c09-8d2f-4e7e-a948-39f1b64addff.txt,ok,77,42,1,0,14,42,26,52,20,48
4881b625-3444-4e51-b6d1-046167efb5dd.txt,ok,165,99,1,0,14,93,36,141,51,98
489d3b56-bfb1-4b31-a1c6-a439a3ea506e.txt,ok,40,19,1,0,14,13,9,22,6,16
48bbae83-fb70-41e0-ba69-d2fd184e5d06.txt,ok,27,8,1,0,14,4,0,3,4,5
48ca558b-2f22-4cd3-9295-49bce25ab359.txt,ok,152,94,1,0,14,112,35,132,43,125
491a596d-5092-412b-9820-a15baa492941.txt,ok,168,95,1,0,14,126,40,148,58,140
493404ae-d423-42a3-9279-9d5206908803.txt,ok,74,37,1,0,14,44,22,53,22,48
4959e876-230f-42dc-a0d3-a7e6142ff4e5.txt,ok,73,52,1,0,14,30,11,65,6,37
4967c358-f903-4ddb-b7a2-14f324c91fae.txt,ok,77,49,1,0,14,41,21,63,13,46
49a06b39-7213-402e-b22e-83b20f8f34f3.txt,ok,77,54,1,0,14,24,10,78,8,33
49b5c554-1976-4587-a5ab-96a8ab4c8f6f.txt,ok,61,36,1,0,14,31,18,39,10,34
49d91aea-2be1-4fa3-b671-201eee4a251d.txt,ok,25,8,1,0,14,2,0,4,2,4
49dc1233-234e-4a11-b219-6eef598935df.txt,ok,55,20,0,0,14,27,0,25,21,30
49e13782-6361-4c52-87b8-3497e32fcfcf.txt,ok,65,46,1,0,14,18,6,62,4,26
49e4d0ce-d07c-4a88-931d-b38bfc86f151.txt,ok,24,4,0,0,14,0,0,1,6,1
4a5d8845-9987-4fd2-8c4b-52d931000797.txt,ok,84,58,1,0,14,29,18,83,11,38
4a6b3eb4-4092-4e86-b65b-cb361d4a0f80.txt,ok,24,4,0,0,14,0,0,1,6,1
4a939d88-b8dd-4f43-b397-d42411e0d862.txt,ok,150,90,1,0,14,112,35,128,45,125
4aa8033f-542a-4ec4-b35f-289e4fe13fa2.txt,ok,93,60,1,0,14,60,15,74,18,70
4ab29f4e-71bb-4b5b-86b6-933710ed58bd.txt,ok,52,31,0,0,14,26,9,33,7,32
4b0283b4-f9a9-44c8-bbb3-3dfb3f4f49a9.txt,ok,39,23,1,0,14,17,5,22,1,19
4b1d1996-6773-408f-b0b9-98ac1b426faf.txt,ok,89,61,1,0,14,57,15,68,13,66
4b21d2a6-0f14-43fa-ba1f-13f796758903.txt,ok,104,48,1,0,14,63,18,67,41,70
4b2d009e-4b8e-4440-8c39-b452e05a4236.txt,ok,101,55,1,0,14,64,25,84,31,71
4b443c8c-b02a-47e4-81f0-15052317ee7b.txt,ok,105,59,1,0,14,54,21,83,31,69
4b4b73c1-8053-4d90-83d0-4ab10dba36e0.txt,ok,81,51,1,0,14,51,15,63,15,57
4b5e9ba5-e156-4759-9d80-14aae03388dc.txt,ok,70,40,1,0,14,36,18,52,15,44
4b65207c-dc90-4160-8360-076657beec40.txt,ok,164,88,1,0,14,119,35,143,61,138
4b668d46-beee-4b09-bb00-a6511aedf635.txt,ok,77,33,1,0,14,43,24,62,29,49
4b71f86e-19c8-4f7b-be28-a6286337dc34.txt,ok,24,4,0,0,14,0,0,1,6,1
4b84d93e-8cf3-408a-b21d-30abe885b67d.txt,ok,69,38,1,0,14,37,21,47,16,41
4bb91b60-6492-4a40-92af-893a34368576.txt,ok,76,49,1,0,14,48,15,59,12,54
4bbffcd6-c8eb-4224-97ba-8b5dea48ad73.txt,ok,59,38,1,0,14,24,12,44,6,28
4bc46f68-0cb9-4d63-9dc2-af1caabc3393.txt,ok,65,36,1,0,14,35,15,47,14,39
4bc8e9a7-845c-44b3-8dbf-d3089b84d1f8.txt,ok,24,4,0,0,14,0,0,1,6,1
4bd03a96-e1d1-4f86-a774-68b1cbff95e4.txt,ok,78,52,1,0,14,26,9,76,11,40
4bd2de60-942a-428d-bcfd-01d33c95cfb2.txt,ok,24,4,0,0,14,0,0,1,6,1
4bfb1d10-e3ea-450b-a665-d62c6f2a1bc5.txt,ok,26,9,1,0,14,3,0,4,2,5
4c13885a-17be-4122-845a-56517a2ff912.txt,ok,37,20,1,0,14,12,6,21,2,15
4c643a3a-8e87-49e4-8dc6-3d12771bc655.txt,ok,44,25,1,0,14,13,6,29,4,18
4c66e9f0-4f36-40d0-95c0-ec832fc0cdfc.txt,ok,41,23,1,0,14,15,6,20,3,18
4c7894ca-4f73-40ae-9bef-c3418342651b.txt,ok,92,63,1,0,14,27,6,98,14,44
4ca8747c-18b8-4047-a914-b3233b7ec629.txt,ok,51,34,1,0,14,11,6,45,2,17
4cfb011e-d291-43eb-a360-9a0ad2864b25.txt,ok,162,103,1,0,14,120,36,142,44,134
4d0c202d-9b63-44f6-8785-c0fcd29df518.txt,ok,48,28,1,0,14,22,12,25,5,25
4d1fcaaa-f1db-4965-8f34-1914114ce4fb.txt,ok,34,16,1,0,14,9,6,17,3,10
4d2d5dc9-a974-47b8-b4e2-fc9409ddf8fd.txt,ok,78,33,1,0,14,42,21,62,30,51
4d4a5d3d-445f-4ff8-b7c0-d743dfd2e204.txt,ok,24,4,0,0,14,0,0,1,6,1
4d7171e8-33a2-4609-951d-b86d04d8a4e0.txt,ok,24,4,0,0,14,0,0,1,6,1
4d757901-2203-403a-b0e5-602880018db0.txt,ok,41,24,1,0,14,14,6,26,2,17
4dc8b9ca-b43b-438a-aaf5-500d870d12e2.txt,ok,26,9,1,0,14,3,0,4,2,5
4dd18342-761b-433d-a9c5-965a7b58ec64.txt,ok,77,51,1,0,14,38,21,55,11,46
4ddb5038-0deb-415d-9709-edd05c195ce1.txt,ok,60,40,1,0,14,19,9,55,5,25
4e055e49-f5cf-46f6-a36a-a2a39d00b1e3.txt,ok,98,54,1,0,14,62,21,64,29,67
4e0bbb94-2d32-4242-9f8c-263f06a8305c.txt,ok,75,54,1,0,14,37,11,68,6,43
4e43154a-61ea-4c3b-847a-b19e9054cf97.txt,ok,24,7,1,0,14,1,0,4,2,3
4e57d0f5-b2f3-45af-bff3-cd1fe2874286.txt,ok,24,7,1,0,14,1,0,4,2,3
4e8d750e-7741-4692-ae3a-2c3181b2ca45.txt,ok,41,21,1,0,14,14,9,24,5,16
4e92db78-f021-4727-bf98-79098332560c.txt,ok,68,38,1,0,14,35,22,46,15,41
4e9f5eef-363e-4580-bc91-0a9d18365f76.txt,ok,24,4,0,0,14,0,0,1,6,1
4e9f88b5-681c-4368-a59a-a836d6b3fa1a.txt,ok,24,4,0,0,14,0,0,1,6,1
4ec1433d-06b4-49ac-85db-55f436146eb3.txt,ok,94,66,1,0,14,50,15,88,13,60
4ee1cb28-72b8-4b09-9313-4ce902383418.txt,ok,49,29,1,0,14,19,9,30,5,22
4ef2dbea-8a69-4508-b782-91cd417348c2.txt,ok,39,21,1,0,14,14,6,19,3,16
4ef50d1e-6a47-4d0b-a29f-254f5fd00f80.txt,ok,219,140,1,0,14,128,51,201,64,132
4f201691-b6c5-4605-80e7-766e8efc619d.txt,ok,70,43,1,0,14,39,18,50,12,42
4f30d57d-33ec-4aa4-be5f-d3191451ea70.txt,ok,79,50,1,0,14,51,15,59,14,57
4f45c800-49db-45a5-a0e9-0c2d09427a44.txt,ok,66,41,1,0,14,34,21,45,10,39
4f7cb55b-0441-490b-bb12-cb8291944bfd.txt,ok,94,42,1,0,14,52,15,65,37,59
4f848866-88c1-4161-b5f0-30801c11968c.txt,ok,53,33,1,0,14,25,15,33,5,28
4f8672b6-ec5a-49f4-bbde-09820f16b036.txt,ok,76,42,1,0,14,43,24,57,19,50
4f8f75a9-ae9b-4efb-9128-fc8048a39a64.txt,ok,24,4,0,0,14,0,0,1,6,1
4f9e614d-cd4a-4f20-9c07-b70477ee7a1c.txt,ok,24,4,0,0,14,0,0,1,6,1
4fa05b5e-2811-4834-9c41-0524ccfaa775.txt,ok,69,39,1,0,14,40,21,49,15,44
4fa197b4-c951-4d2d-8fae-1e03e7de8e20.txt,ok,24,4,0,0,14,0,0,1,6,1
4fb4fe1e-6007-47a1-89cb-c016364b6e82.txt,ok,62,37,1,0,14,32,21,42,10,35
4fc7889c-a295-40b0-a28d-7151dd668832.txt,ok,85,37,0,0,14,51,15,52,34,54
4fc7cd52-9c45-40a1-b50b-f7dd53c5b40c.txt,ok,137,90,1,0,14,79,36,114,32,83
4ff8d472-c54e-43fd-b5b1-4f4a45cff29c.txt,ok,53,31,1,0,14,22,12,34,7,26
4ff97c0b-8ce1-4543-9981-9265e10c1347.txt,ok,82,54,1,0,14,51,15,64,13,59
4ffaea23-2ddd-42d9-b299-781097377bd4.txt,ok,44,25,1,0,14,18,9,28,4,21
501beee5-1c73-4649-890e-287197bb9750.txt,ok,70,43,1,0,14,36,22,49,12,41
501f0eed-ed78-4556-a81b-595186a147df.txt,ok,72,47,1,0,14,36,22,54,10,40
50235290-1c8d-4390-873c-b17501806705.txt,ok,65,39,1,0,14,33,12,45,11,40
5028a6b6-9367-4ba0-aad6-c700090f42b0.txt,ok,92,44,1,0,14,54,15,62,33,58
505f3974-fbb0-43d1-88dd-113ff667fc69.txt,ok,65,40,1,0,14,35,22,42,10,39
5060fd51-85f3-41af-b26f-f7c781972e90.txt,ok,24,7,1,0,14,1,0,4,2,3
5063fb9a-dcf5-4cfa-86cc-e7a2afca0a8c.txt,ok,67,42,1,0,14,33,18,44,10,39
5068e649-0255-4b8b-9473-d4fc41af5739.txt,ok,24,4,0,0,14,0,0,1,6,1
506bbb36-a715-4e92-8ccb-d548d7dae708.txt,ok,64,40,1,0,14,32,21,44,9,37
508a35de-786b-4e89-8e70-18a7e1080a68.txt,ok,156,96,1,0,14,114,35,136,45,128
509474a0-baf3-48f2-a595-67b6e2b34c87.txt,ok,47,25,1,0,14,18,9,28,7,22
50a7183a-8fd7-44e8-8261-343ab2a1e5e0.txt,ok,84,51,1,0,14,47,25,59,18,53
50ad6077-7b49-421c-8ab5-268bb52fb7c9.txt,ok,64,35,1,0,14,33,21,41,14,37
50e2bc22-5490-4ddb-8a40-9d5f49b9561e.txt,ok,24,4,0,0,14,0,0,1,6,1
50e71285-5a07-415e-a73f-1c7a3a117921.txt,ok,46,26,1,0,14,18,9,31,5,22
5106df04-9d57-4adb-ac29-acc25d0d1dea.txt,ok,117,75,1,0,14,63,34,101,27,67
511603b2-7222-43a4-89c3-ffe1e574116a.txt,ok,83,50,1,0,14,50,16,67,18,58
51343556-1222-4c9d-b84e-942fa8ea0407.txt,ok,24,4,0,0,14,0,0,1,6,1
5159c69d-9f25-4a0f-b9bb-95bf317782c6.txt,ok,161,87,1,0,14,113,35,146,59,130
516d9ab2-308b-4f69-886e-c88c54b05d8e.txt,ok,24,4,0,0,14,0,0,1,6,1
51aff8bd-4799-45a5-8ba7-98b5632f47d8.txt,ok,25,7,1,0,14,2,0,4,3,4
51b8d37b-e462-4b10-b4d4-11c1b2da016a.txt,ok,92,53,1,0,14,52,24,72,24,58
51ee9255-b6bd-4c90-aa2f-0df843139a83.txt,ok,73,39,1,0,14,42,21,53,19,46
520358b1-04b5-4ff1-b1ae-c2af741d17b2.txt,ok,72,50,1,0,14,30,10,63,7,37
52121225-26f1-44d7-92e9-b4cded6ada5d.txt,ok,46,29,1,0,14,18,7,31,2,21
521894b0-2685-42f6-91fe-9cbda698db94.txt,ok,74,43,1,0,14,45,16,55,16,50
52582bb3-fa65-4a92-9f72-7c907b640865.txt,ok,26,9,1,0,14,3,0,4,2,5
525fd59d-5cd6-47b3-b8b6-0ec80cc6e40e.txt,ok,83,53,1,0,14,43,21,71,15,49
5265a2b0-1bbc-4993-9042-b8d86ba65f10.txt,ok,134,75,1,0,14,97,30,115,44,108
526700ce-47f2-4d16-a690-703918a5b7ed.txt,ok,81,35,1,0,14,46,6,45,31,51
5278e1a4-e0ec-4dce-9a60-e8c26d35f7e6.txt,ok,118,71,1,0,14,83,25,101,32,93
527c5b7c-f5c7-4470-b828-a8bf710183ea.txt,ok,55,31,1,0,14,26,9,35,9,32
527fad9a-babb-42e7-83d6-7e68c8601c7f.txt,ok,148,77,1,0,14,109,35,131,56,121
529bc448-5604-44e4-8382-704673ab67dd.txt,ok,158,85,1,0,14,114,35,141,58,128
52ad3aa1-2d73-4b4a-bc83-c445112263d9.txt,ok,24,7,1,0,14,1,0,4,2,3
52b043de-2db8-44f2-b0df-15792aa703aa.txt,ok,46,26,1,0,14,18,12,28,5,19
52f8f3c1-8233-43c9-8c31-eac0e69e1cfe.txt,ok,24,6,1,0,14,0,0,4,3,2
52f9cb2b-8efa-4a09-b58c-d94a93726ebb.txt,ok,48,29,1,0,14,21,12,30,4,23
532273e4-8672-4266-97d0-3a0d042425b1.txt,ok,24,4,0,0,14,0,0,1,6,1
53371db8-8b37-483b-a002-5946a4cbb9e1.txt,ok,24,4,0,0,14,0,0,1,6,1
534028c1-dcc4-4140-9dc3-28d2ed3ba5f4.txt,ok,53,36,1,0,14,16,6,45,2,22
5397300a-1b71-4c48-8581-8d8c7728c18a.txt,ok,230,130,1,0,14,176,45,212,85,200
53abadc3-d625-402a-8c19-0bec030fee77.txt,ok,45,27,1,0,14,20,6,25,3,23
53acb85c-1147-437f-aa5a-e7ad147dafd0.txt,ok,40,21,1,0,14,13,6,22,4,16
53b0ce58-8a84-41c1-a5a7-8764e9388a54.txt,ok,152,89,1,0,14,111,35,135,48,124
53de3545-6aca-4f6a-b480-d790c48ae30f.txt,ok,91,52,1,0,14,51,27,65,24,58
53f5dcdd-ad21-4159-8595-12ba34e56650.txt,ok,24,7,1,0,14,1,0,4,2,3
5420d067-9ab6-413b-8959-80638112d399.txt,ok,43,25,1,0,14,16,9,26,3,19
542e2aa3-8c67-49ad-98ce-31cd5165e587.txt,ok,71,43,1,0,14,36,21,50,13,43
542f7ab3-3cbb-4771-bc61-17f51bd4913d.txt,ok,60,38,1,0,14,31,21,40,7,34
5449ac21-38a7-4dcf-b776-b3c1959c8979.txt,ok,26,9,1,0,14,3,0,4,2,5
54635b98-d834-46fa-9031-cda1d0919bd1.txt,ok,78,47,1,0,14,42,21,62,16,49
5470716d-28ff-4574-8b03-19eece742186.txt,ok,161,96,1,0,14,117,35,140,50,130
54773d68-bd98-4090-82ae-ca1230eb0b7c.txt,ok,36,19,0,0,14,14,6,16,3,16
547f65c2-485b-4d91-910a-a4521ac6ae64.txt,ok,193,123,1,0,14,143,36,174,55,164
5493a2dd-ff42-4a2a-ae93-b2a917b17386.txt,ok,79,51,1,0,14,43,22,57,13,47
5495bc7d-3f30-447e-811b-d0c7e22e1266.txt,ok,163,94,1,0,14,122,35,133,54,136
5498ca88-9ff6-4e21-b0f0-010806fd3b33.txt,ok,93,45,1,0,14,52,10,63,33,59
5499201c-bd1d-450c-bc82-ef4edaa83501.txt,ok,74,45,1,0,14,43,24,48,14,45
549ab34a-2a08-4249-b60e-41846221860d.txt,ok,63,42,1,0,14,22,9,56,6,31
54c3e28c-bfcf-497e-ac24-d5980e8d6618.txt,ok,67,36,1,0,14,35,21,43,16,41
550714af-d0dc-4b99-981e-88ab07139dc4.txt,ok,86,58,1,0,14,55,15,69,13,62
550d0284-b7df-45da-86d4-3674dee1632b.txt,ok,186,119,1,0,14,141,35,165,52,159
55151abc-c1bc-409a-b4bf-c60c749a9a56.txt,ok,24,4,0,0,14,0,0,1,6,1
5520efb2-2dfb-40cc-9511-408e13727d58.txt,ok,157,99,1,0,14,115,36,139,43,126
552e1e4d-db81-4e93-a002-18d6baf67589.txt,ok,53,34,1,0,14,16,9,41,4,22
5543e9c7-d370-465c-8640-4dc57759edb7.txt,ok,82,50,1,0,14,48,29,59,17,52
556bf1cb-ac65-4682-987c-2029b20c6d46.txt,ok,82,36,1,0,14,48,9,48,31,51
556f6103-f3da-4e5a-b6fa-50246b1ab0f5.txt,ok,81,39,1,0,14,44,21,64,27,51
5575444c-35ae-4737-9bdd-c3f43cb41cfe.txt,ok,77,48,1,0,14,42,24,56,14,45
557cb335-56a2-494d-a041-05863b0e6de8.txt,ok,152,94,1,0,14,112,35,133,43,124
5580e608-b518-40ad-ab48-c5ee5d836722.txt,ok,72,48,1,0,14,25,18,66,9,33
55981866-a72c-45e8-a1d4-8f3b448219b0.txt,ok,89,55,1,0,14,54,24,65,19,58
55c82af9-fc0c-4a79-ade0-1a08b395e6a8.txt,ok,46,27,1,0,14,18,9,31,4,21
55e23ea7-ab14-4c64-bb4a-9ca6284c8ab4.txt,ok,55,35,1,0,14,30,11,35,5,34
55e5a58d-c726-4fb9-aa61-f74ac0aa75d9.txt,ok,48,29,1,0,14,18,6,33,4,25
55f03e6d-0870-4e21-8c39-a0310a2197d5.txt,ok,140,76,1,0,14,100,30,122,49,114
55f70666-dfcf-4a8c-a5f9-29f90ce5ccab.txt,ok,49,27,1,0,14,22,9,31,7,28
55fc9f65-3d49-412a-bb69-21ea54b49d07.txt,ok,65,45,1,0,14,23,10,58,5,29
55feed05-ed2b-4b3b-a1ce-ed129e346b89.txt,ok,80,50,1,0,14,52,15,61,15,60
564004b8-93a4-4676-a7b5-130df321cc83.txt,ok,107,56,1,0,14,68,27,71,36,72
568dc15c-0568-4dec-8880-6606e96b8a1e.txt,ok,146,93,1,0,14,88,25,140,38,109
569d787e-8d92-418c-9e0a-a46147099d0b.txt,ok,75,44,1,0,14,43,21,55,16,48
56b8cd54-c02c-4acf-8a3d-1b3b01e116b8.txt,ok,94,66,1,0,14,59,15,75,13,67
56bfffee-710a-4522-879c-8fce326d727a.txt,ok,153,102,1,0,14,108,25,134,36,124
56c13e9a-86a6-4124-a274-0fe0e084af92.txt,ok,76,34,1,0,14,42,21,57,27,48
